sentence,sentiment,sentiment_label
"UnitedHealth Group Incorporated UNH has reported fourth-quarter 2022 adjusted earnings of $5.34 per share, which beat the Zacks Consensus Estimate of $5.17 and our estimate of $5.13. The bottom line improved from $4.48 per share reported a year ago.",1,호재
Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,1,호재
"Consumer stocks were broadly higher in Friday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) climbing 0.3% and the Consumer Discretionary Select Sector SPDR Fund (XLY) rising 1.9%.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"The business model that crypto firm Celsius Network had advertised and sold to its customers was not the business it actually operated, a U.S. court-ordered examiner report released on Tuesday showed.",0,중립
"Technology stocks were edging lower on late Tuesday afternoon, with the Technology Select Sector SPDR Fund (XLK) declining 0.4% while the Philadelphia Semiconductor Index was dropping 1.1%.",2,악재
"Technology stocks were sinking Monday afternoon, with the Technology Select Sector SPDR Fund (XLK) down 1.4% and the Philadelphia Semiconductor Index 1.8% lower.",0,중립
Fintel reports that First Trust Portfolios has filed a 13G/A form with the SEC disclosing ownership of 1.82MM shares of Blackstone Gso Senior Floating (BSL). This represents 14.35% of the company.,0,중립
"Health care stocks turned moderately higher Friday afternoon, with the NYSE Health Care Index rising 0.3% and the Health Care Select Sector SPDR Fund (XLV) gaining 0.5%.",1,호재
There's a disconnect setting up in the energy market that's a flashing yellow light for investors--particularly if you've been playing high-flying oil stocks in 2022.,0,중립
"The Western Union Company WU resumed its money remittance services to Cuba, following a two-year halt. The pilot program has started with limited capacity and the company is expected to expand operations in the future.",1,호재
"Shares of Tsakos Energy (TNP) have been struggling lately and have lost 8% over the past week. However, a hammer chart pattern was formed in its last trading session, which could mean that the stock found support with bulls being able to counteract the bears. So, it could",0,중립
"What happened Shares of Ammo (NASDAQ: POWW) are up 15.1% compared to where they closed last Friday, according to data provided by S&amp;P Global Market Intelligence. While there was no company specific news that would account for the big jump in price, The New York Times this wee",0,중립
"In trading on Friday, hospital &amp; medical practitioners shares were relative leaders, up on the day by about 2.9%. Leading the group were shares of Aveanna Healthcare Holdings, up about 56.4% and shares of Bright Health Group up about 7.7% on the day.",0,중립
"Lotus Technology will go public in the United States via a merger with special purpose acquisition company L Catterton Asia Acquisition Corp in a deal that will value the combined group at $5.4 billion, people familiar with the matter said on Tuesday.",0,중립
Fintel reports that Highbridge Capital Management Llc has filed a 13G/A form with the SEC disclosing ownership of 0.00MM shares of Maquia Capital Acquisition Corporation Class A (MAQC). This represents 0,0,중립
"""Xerox Holdings Corporation&rsquo;s&nbsp;XRX bottom line is benefiting from&nbsp;""""Project Own It,"""" an enterprise-wide transformation initiative aimed at increasing productivity and operational efficiency, reducing costs, as well as realigning the business to changing market conditions.""",1,호재
(RTTNews) - Hadasit Medical Research Services and Development and BIRAD - Research & Development Company Ltd. have entered into the research and license agreement with Immix BioPharma for the development and commercialization of tissue specific therapeutics based on anti-BCMA CAR,0,중립
"C4 Therapeutics, Inc. (CCCC) closed the most recent trading day at $6.51, moving -1.96% from the previous trading session. This change lagged the S&amp;P 500's 1.17% loss on the day. At the same time, the Dow lost 1.02%, and the tech-heavy Nasdaq lost 2.45%.",2,악재
"European stocks edged higher on Tuesday, boosted by a fresh run of gains for technology stocks, while investors awaited economic data that is expected to show a slight improvement in euro zone business activity.",1,호재
"Health care stocks were mostly higher this afternoon, with the NYSE Health Care Index rising 0.5% and the Health Care Select Sector SPDR Fund (XLV) up 0.7%.",0,중립
"The following are today's upgrades for Validea's Price/Sales Investor model based on the published strategy of Kenneth Fisher. This value strategy rewards stocks with low P/S ratios, long-term profit growth, strong free cash flow and consistent profit margins.FARO TECHNOLOGIES IN",1,호재
"Fintel reports that Hoak Public Equities, LP has filed a 13D/A form with the SEC disclosing ownership of 1,150,000 shares of Natural Gas Services Group, Inc. (NGS). This represents 9.2563% of the company.",0,중립
The following are today's upgrades for Validea's Contrarian Investor model based on the published strategy of David Dreman. This contrarian strategy finds the most unpopular mid- and large-cap stocks in the market and looks for improving fundamentals.NOMURA HOLDINGS INC (ADR) (NM,1,호재
(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.10 A.M. ET).,0,중립
Investors interested in Finance stocks should always be looking to find the best-performing companies in the group. Has Arlington Asset Investment (AAIC) been one of those stocks this year? By taking a look at the stock's year-to-date performance in comparison to its Fina,0,중립
"Financial stocks were moderately higher in afternoon trading, with the NYSE Financial Index rising 0.8% while the Financial Select Sector SPDR Fund (XLF) was up 0.6%.",0,중립
"Fintel reports that Handelsbanken Fonder AB has filed a 13G/A form with the SEC disclosing ownership of 1,230,000 shares of Park City Group, Inc. (PCYG). This represents 6.0% of the company.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.50 A.M. ET).,0,중립
"Health care stocks were mostly lower this afternoon, with the NYSE Health Care Index sinking 1.2% and the Health Care Select Sector SPDR Fund (XLV) down 0.7%.",0,중립
"While the overall stock market direction so far this year remains up, the path ahead still presents plenty of potential headwinds. Inflation has yet to be properly tamed, the geopolitical map remains uncertain with Russia’s invasion of Ukraine still ongoing and Covid variants could reappear at any time. Add in the prospect for a fiery battle in Congress around raising the debt ceiling, and Oppenheimer’s Chief Investment Strategist John Stoltzfus thinks market volatility is “unlikely to leave the landscape.” However, these should not act as deterrents for stock investing, with Stoltzfus noting “there never is ‘an all clear signal’ sounded over the markets.” “Experience tells us that with opportunity comes risk and with risk comes opportunity whether in everyday life, businesses on Main Street, or in the Canyons of Wall Street,” he went to say, before championing “diversification.” With that idea in mind, let’s take a look at two stocks that Stoltzfus’ analyst colleagues at the banking firm believe make sound investment choices right now. In fact, one of them, according to the analysts, could surge as much as 170% over the next 12 months. Let's take a closer look. Icosavax, Inc. ( ICVX) The first name we’ll look at is Icosavax, a research-oriented biotech company working on new classes of vaccines using virus-like particles, with the aim of protecting older adults from respiratory viruses. The company is now at the clinical trial stage, with four research tracks in progress, two at the Phase 1 stage and two more in pre-clinical stages. Icosavax’s most advanced pipeline candidate, IVX-121, is under investigation as a vaccine for the treatment of respiratory syncytial virus (RSV). It is currently at the Phase 1b stage, and the data released so far has been encouraging. The second advanced program is the Phase 1 clinical trial of IVX-A12, a combination bivalent RSV and hMPV VLP vaccine candidate developed through the fusion of IVX-121 with the company’s older drug candidate, IVX-241. The Phase 1 trial should have a topline data readout in the middle of the year. A Phase 2 trial of this candidate is planned for initiation in 2H23. Icosavax is pre-revenue, as it does not yet have a product on the market or partnership agreements with other drug companies. On the financial side, however, the company does have resources to lean on ? in its last financial report, for 3Q22, the company had $222.5 million in cash on hand, enough to fund operations into 2024. Oppenheimer’s 5-star analyst Hartaj Singh follows this stock, and he takes an upbeat stance on this vax developer’s path. Singh writes: “We believe that the company has a differentiated vaccine platform, utilizing virus-line particles (VLPs) to manufacture and test vaccines against respiratory pathogens in humans. This scalable platform can help produce differentiated vaccines with a robust risk/benefit profile and durable immunogenicity… The company exits 2022 with robust Phase 1 data in RSV, and with 6-month durability. In 2023, we expect proof-of-concept (PoC) in bivalent RSV/hMPV and 12-month RSV data. We are bullish.” Bullish, indeed. Going forward from this position, Singh rates Icosavax shares an Outperform (i.e. Buy), with a price target of $27 to suggest a robust 170% upside potential in the coming year. (To watch Singh’s track record, click here) Overall, this small-cap biotech has picked up 5 recent analyst reviews ? and they are unanimously positive, for a Strong Buy consensus rating. (See ICVX stock forecast ) Toll Brothers, Inc. ( TOL) Next up is Toll Brothers, a Fortune 500 company in the construction industry. Toll Brothers designs, builds, markets, and finances residential and commercial properties in the US. The company is one of the largest such firms operating in the US real estate and construction industry, and is one of the top-five home builders in the US. Persistently high inflation, and the Fed’s increased interest rates in response, have put heavy pressure on the real estate and construction sector, and TOL shares finished a rocky 2022 with a 30% annual loss. However, the shares have been on the up in recent months boosted by strong FQ4 (October quarter) results, in which the company beat expectations. Toll reported a bottom-line EPS of $5.63, beating the analyst forecast of $3.94 by a wide margin ? and growing 86% year-over-year. At the top line, the company had revenues of $3.71 billion, a solid $500 million above the consensus estimate, and up 22% from fiscal 4Q21. Two conflicting metrics will show how the current environment remains difficult to navigate. The company’s backlog of homes had, as of the end of fiscal 2022, an average price of $1.095 million, up from $922,100 at the end of the prior fiscal year. Higher prices can help to offset lower demand ? but demand is dropping quickly, as evidenced by a Q4 y/y spike in cancellations as a percentage of signed contracts, from 4.6% to 20.8%. It remains to be seen which metric ? higher prices or falling demand ? will predominate going forward. Putting these metrics aside, according to Oppenheimer analyst Tyler Batory, Toll shares are trading at 'compelling valuation levels.' “We see less downside risk to gross margin than with other builders given its to-be-built business model and backlog. These factors should also allow the company to be patient in terms of managing its pace and price in FY23. We also think the company should get credit for having the best balance sheet and leverage profile in its history. With shares trading at 0.92x consensus FY23E BVPS (book value per share), we think the risk/reward is attractive,” Batory opined. In Batory’s view, TOL deserves an Outperform (i.e. Buy) rating, and his price target of $71 implies a one-year upside potential of 24%. (To watch Batory’s track record, click here) With 9 recent analyst reviews on file, breaking down to 6 Buys, 2 Holds, and 1 Sell, this stock holds a Moderate Buy consensus rating. (See TOL stock forecast ) To find good ideas for stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights. Disclaimer: The opinions expressed in this article are solely those of the featured analysts. The content is intended to be used for informational purposes only. It is very important to do your own analysis before making any investment.",1,호재
"Fintel reports that First Trust Portfolios Lp has filed a 13G/A form with the SEC disclosing ownership of 1,508,687 shares of LMP Capital and Income Fund Inc. (SCD). This represents 8.72% of the company.",0,중립
"Consumer stocks were ending broadly mixed in Monday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) hanging on for a 0.2% advance and the Consumer Discretionary Select Sector SPDR Fund (XLY) retreating 1.6%.",0,중립
"(RTTNews) - Quantum Corporation (QMCO), a solutions provider to manage video and other unstructured data, said on Tuesday that it has appointed Kenneth Gianella as its Chief Financial Officer, with effect from January 12. Ken will succeed outgoing CFO Mike Dodson.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,0,중립
(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"MainStreet Bank (MNSB) came out with quarterly earnings of $0.95 per share, beating the Zacks Consensus Estimate of $0.88 per share. This compares to earnings of $0.56 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"Spectaire expects to achieve positive EBITDA and cash flow by 2024. Proprietary Technology Developed at M.I.T. Spectaire has an exclusive license to the innovative, patented micro-mass-spectrometer technology developed by scientists from Massachusetts Institute of Technology. Highly Experienced Management Team Ready to Commercialize Market...",0,중립
"For Immediate ReleaseChicago, IL &ndash; January 19, 2023 &ndash; Today, Zacks Equity Research discusses Dyne Therapeutics DYN, Silence Therapeutics SLN, Alaunos Therapeutics TCRT, Assertio Holdings ASRT and Acer Therapeutics ACER.",0,중립
"Fintel reports that James Wolf has filed a 13D/A form with the SEC disclosing ownership of 4,942,400 shares of Enzo Biochem, Inc. (ENZ). This represents 10.14% of the company.",0,중립
"Columbia Banking (COLB) came out with quarterly earnings of $0.93 per share, beating the Zacks Consensus Estimate of $0.92 per share. This compares to earnings of $0.67 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
Fintel reports that Cato John P D has filed a 13G/A form with the SEC disclosing ownership of 2.89MM shares of Cato Corp (CATO). This represents 14.1% of the company.,0,중립
"Australian shares slipped on Thursday as energy stocks slid after weak U.S data and the Federal Reserve's hawkish comments stirred worries of a continued rate-hike cycle, while BHP Group rose after reporting higher quarterly output.",2,악재
Fintel reports that First Trust Portfolios has filed a 13G/A form with the SEC disclosing ownership of 2.69MM shares of Neuberger Berman High Yield Strategies Fund (NHS). This represents 13.84% of the co,0,중립
"In trading on Tuesday, oil &amp; gas exploration &amp; production shares were relative laggards, down on the day by about 4.7%. Helping drag down the group were shares of Petroleo Brasileiro, down about 9.9% and shares of Geopark down about 9% on the day. Also lagging the mar",0,중립
Technology stocks were advancing premarket Wednesday. The Technology Select Sector SPDR Fund (XLK) was up 0.5% and the iShares Semiconductor ETF (SOXX) was recently gaining 0.9%.,1,호재
"Five Star Bancorp said on January 20, 2023 that its board of directors declared a regular quarterly dividend of $0.15 per share ($0.60 annualized). Shareholders of record as of February 3, 2023 will receive the payment on February 13, 2023. Previously, the compan",1,호재
"Picking bargain stocks that have a low price-to-earnings (P/E) ratio is a common phenomenon. The perception is that the lower the P/E, the higher will be the value of the stock. This inference is drawn on the simple logic that a stock&rsquo;s current market price does not justi",1,호재
"MINNEAPOLIS, MN and LONDON, UK/ ACCESSWIRE/ January 4, 2023/ OneMedNet Corporation, an experienced curator of regulatory-grade Imaging Real Word Data has continued the process to become a publicly-listed company through a merger with Data Knights Acquisition Corp., a special purpose acquisition company, when Data Knights submitted its second amendment to...",0,중립
"Health care stocks were mostly lower Friday afternoon, with the NYSE Health Care Index sinking 0.3% and the Health Care Select Sector SPDR Fund (XLV) were falling 0.7%.",2,악재
"Wall Street expects a year-over-year increase in earnings on higher revenues when Princeton Bancorp, Inc. (BPRN) reports results for the quarter ended December 2022. While this widely-known consensus outlook is important in gauging the company's earnings picture, a powerf",1,호재
"Lotus Technology will go public in the United States via a merger with special purpose acquisition company L Catterton Asia Acquisition Corp in a deal that will value the combined group at $5.4 billion, people familiar with the matter said on Tuesday.",0,중립
"Washington Federal&rsquo;s WAFD first-quarter fiscal 2023 (ended Dec 31, 2022) earnings of $1.16 per share surpassed the Zacks Consensus Estimate of $1.11 per share. The bottom line reflects a year-over-year jump of 63.4%.Results were primarily supported by robust loan balances",0,중립
"Fintel reports that Ardsley Advisory Partners Lp has filed a 13G/A form with the SEC disclosing ownership of 3.15MM shares of Cantaloupe, Inc. (CTLP). This represents 4.42% of the company.",0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"Acuity Brands (AYI) came out with quarterly earnings of $3.29 per share, beating the Zacks Consensus Estimate of $2.92 per share. This compares to earnings of $2.85 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"Among the underlying components of the Russell 3000 index, we saw noteworthy options trading volume today in Walmart Inc (Symbol: WMT), where a total of 44,015 contracts have traded so far, representing approximately 4.4 million underlying shares. That amounts to about 87.4% o",0,중립
"""--Osisko Development Corp. announces that the Company has filed a technical report, in accordance with National Instrument 43-101? Standards of Disclosure for Mineral Projects, for the Company's 100%- owned Cariboo Gold Project, titled """" Feasibility Study for the Cariboo Gold Project, District of Well, British Columbia, Canada"""" and dated January 10, 2023..""",0,중립
"Corporacion America Airports S.A. (CAAP) shares closed today at 1.9% below its 52 week high of $10.05, giving the company a market cap of $1B. The stock is currently up 14.5% year-to-date, up 81.5% over the past 12 months, and",0,중립
"FISHERS, IN/ ACCESSWIRE/ January 3, 2023/ American Acquisition Opportunity Inc.' s merger target company, Royalty Management Corporation, a sustainably driven, cash flow-oriented, royalty investment and development company, announced today that it has expanded its stake in one of its portfolio holdings, Ferrox Holdings Ltd. through a common stock issuance;...",1,호재
Fintel reports that First Trust Portfolios has filed a 13G/A form with the SEC disclosing ownership of 8.26MM shares of Credit Suisse Asset Management In FndInc (CIK). This represents 15.69% of the compa,0,중립
"Over ten years ago, Silicon Valley legend Marc Andreessen correctly proclaimed that &ldquo;software is eating the world.&rdquo; Today, every Fortune 500 Company uses software in one way or another. Advancements in computer hardware have led to more powerful and efficient software. In",0,중립
Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,1,호재
(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"""Momentum investing is essentially the opposite of the tried-and-tested Wall Street adage -- """"buy low and sell high."""" Investors following this investing style typically avoid betting on cheap stocks and waiting long for them to recover. They believe instead that one could""",0,중립
"Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the First Trust Value Line Dividend Index Fund (Symbol: FVD) where we have detected an approximate $104.7 million dollar outflow -- that's a 0.8% decrea",0,중립
"Health care stocks finished narrowly mixed Wednesday afternoon, with the NYSE Health Care Index slipping 0.2% while the Health Care Select Sector SPDR Fund (XLV) was up 0.3%.",0,중립
"Health care stocks continued to lose more ground Tuesday afternoon, with the NYSE Health Care Index dropping 0.3% and the Health Care Select Sector SPDR Fund (XLV) sinking 0.4%.",2,악재
"After a sell-off in 2022, the new year has multiple stocks trending upward again. In fact, the Nasdaq Composite index has risen 6% since Jan. 1 as Wall Street grows optimistic over the market's prospects in 2023.",1,호재
"(RTTNews) - Apparel retailer J.Jill, Inc. (JILL) Monday said it continues to expect fourth-quarter revenues to be flat to down 3 percent compared to last year, and adjusted EBITDA to be in the range of $9.0 million and $11.0 million.",0,중립
"Consumer stocks were broadly higher shortly before Friday's closing bell, with the Consumer Staples Select Sector SPDR Fund (XLP) climbing 0.7% and the Consumer Discretionary Select Sector SPDR Fund (XLY) rising nearly 2.2%.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"Designed to provide broad exposure to the Financials - Broad segment of the equity market, the Invesco KBW High Dividend Yield Financial ETF (KBWD) is a passively managed exchange traded fund launched on 12/02/2010.",0,중립
"Increased technology adoption and the success of the work-from-home trend are enabling the Zacks&nbsp;Business-Services&nbsp;industry to support a growing demand environment.Prudent growth strategies, innovation and technology enhancements are helping&nbsp;Viad Corp VVI, Bowman Consulti",1,호재
"On January 30, 2023, Dawson James initiated coverage of Genprex with a Buy recommendation.",0,중립
"Fintel reports that BlackRock Inc. has filed a 13G/A form with the SEC disclosing ownership of 10,744,293 shares of Orion Office REIT Inc (ONL). This represents 19.0% of the company.",0,중립
"Bargain hunters are wise to pay careful attention to insider buying, because although there are many various reasons for an insider to sell a stock, presumably the only reason they would use their hard-earned dollars to make a purchase, is that they expect to make money. Today",1,호재
"On Wednesday evening after the closure of US equity markets, a 13G filing with the SEC revealed Steven Cohen&#39;s hedge fund Point72 had disclosed a 5.3% stake in lunch disease focused biopharma company Plumonx (US:LUNG). The filing came only one day after BofA&",0,중립
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 07.05 A.M. ET).,0,중립
Fintel reports that Integrated Core Strategies (us) Llc has filed a 13G/A form with the SEC disclosing ownership of 0.99MM shares of Longboard Pharmaceuticals Inc (LBPH). This represents 7.3% of the comp,0,중립
Fintel reports that Highbridge Capital Management has filed a 13G/A form with the SEC disclosing ownership of 1.64MM shares of Integrated Rail and Resources Acquisition Corp - Class A (IRRX). This repres,0,중립
"Energy stocks were mixed this afternoon, with the NYSE Energy Sector Index rising 0.4% compared with a 0.6% decline for the Energy Select Sector SPDR Fund (XLE).",2,악재
"The following are the top rated Basic Materials stocks according to Validea's Patient Investor model based on the published strategy of Warren Buffett. This strategy seeks out firms with long-term, predictable profitability and low debt that trade at reasonable valuations.FASTENA",1,호재
"(RTTNews) - NexGen Energy Ltd. (NXE, NXE.TO) announced that it has established an at-the-market equity program to offer and sell up to C$250 million of common shares from treasury.",0,중립
Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,1,호재
"--TKB Critical Technologies 1, announced that in its extraordinary general meeting held today, shareholders voted to approve an amendment to TKB’ s amended and restated memorandum and articles of association to extend the date that the Company has to consummate a business combination from January 29, 2023 to June 29, 2023. About TKB Critical Technologies 1.",0,중립
"Technology stocks were advancing on Friday, reversing a morning retreat that followed Intel (INTC) reporting weak Q4 earnings and the chipmaker warning of a likely net loss for the current quarter. At last look, the Technology Select Sector SPDR Fund (XLK) was rising 0.5% althou",2,악재
"ExxonMobil has agreed to sell its two-thirds stake in Esso Thailand to Thai energy firm Bangchak Corporation, the companies said in separate statements, in a deal that values the shares at 20.1 billion baht ($603 million).",0,중립
"Health care stocks continued to lose more ground Tuesday afternoon, with the NYSE Health Care Index dropping 0.3% and the Health Care Select Sector SPDR Fund (XLV) sinking 0.4%.",2,악재
"(RTTNews) - Shares of industrial stainless steel seamless pipes and tubes maker Huadi International Group Co., Ltd. (HUDI), are rising more than 9% Thursday morning after the company announced partnership with China Huanqiu Contracting & Engineering Co., Ltd., to supply Stainless",0,중립
"The NASDAQ 100 After Hours Indicator is down -5.29 to 11,103.16. The total After hours volume is currently 112,169,172 shares traded.The following are the most active stocks for the after hours session: Radius Global Infrastructure, Inc. (RADI) is unchanged at $11.76, with 5,888",0,중립
Fintel reports that BlackRock Inc. has filed a 13G form with the SEC disclosing ownership of 5.31MM shares of St. Joe Co (JOE). This represents 9.1% of the company.,0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"SonoTek Corporation (SOTK) came out with quarterly earnings of $0.01 per share, in line with the Zacks Consensus Estimate. This compares to earnings of $0.02 per share a year ago. These figures are adjusted for non-recurring items.",0,중립
"Investors in Resources Connection, Inc. RGP need to pay close attention to the stock based on moves in the options market lately. That is because the Feb 17, 2023 $12.50 Call had some of the highest implied volatility of all equity options today.",0,중립
"""While """"the trend is your friend"""" when it comes to short-term investing or trading, timing entries into the trend is a key determinant of success. And increasing the odds of success by making sure the sustainability of a trend isn't easy.""",0,중립
"Health care stocks were steady premarket Monday, with the Health Care Select Sector SPDR Fund (XLV) and the iShares Biotechnology ETF (IBB) unchanged.",0,중립
"""Momentum investing is all about the idea of following a stock's recent trend, which can be in either direction. In the 'long' context, investors will essentially be """"buying high, but hoping to sell even higher."""" And for investors following this methodology, taking advanta""",0,중립
(RTTNews) - Flora Growth Corp. (FLGC) announced revenue guidance of $90 million to $105 million for fiscal 2023. The company noted that the revenue guidance reflects expected organic growth in the House of Brands division and expansion of the Commercial & Wholesale division capab,1,호재
"Fintel reports that Mudrick Capital Management, L.P. has filed a 13D/A form with the SEC disclosing ownership of 30,066,173 shares of Hycroft Mining Holding Corporation (HYMC). This represents 14.2% of the company.",0,중립
"In trading on Thursday, information technology services shares were relative laggards, down on the day by about 2.8%. Helping drag down the group were shares of Confluent, off about 12.2% and shares of Asana down about 11.8% on the day.",0,중립
"In trading on Wednesday, shares of CoreCivic Inc (Symbol: CXW) crossed below their 200 day moving average of $11.10, changing hands as low as $10.97 per share. CoreCivic Inc shares are currently trading down about 2.4% on the day. The chart below shows the one year performanc",0,중립
Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,1,호재
"Looking at the universe of stocks we cover at Dividend Channel, on 1/19/23, Zoetis Inc (Symbol: ZTS), PerkinElmer, Inc. (Symbol: PKI), and Tekla Healthcare Opportunies Fund (Symbol: THQ) will all trade ex-dividend for their respective upcoming dividends. Zoetis Inc will pay it",0,중립
"The following are the top rated Healthcare stocks according to Validea's Patient Investor model based on the published strategy of Warren Buffett. This strategy seeks out firms with long-term, predictable profitability and low debt that trade at reasonable valuations.GENMAB A/S -",1,호재
European stocks reversed early gains on Tuesday as better-than-expected business activity data in the euro zone failed to excite investors worried about further interest rate hikes by the European Central Bank (ECB).,1,호재
"Park-Ohio Holdings said on January 27, 2023 that its board of directors declared a regular quarterly dividend of $0.12 per share ($0.50 annualized). Shareholders of record as of February 9, 2023 will receive the payment on February 24, 2023. Previously, the compa",1,호재
"Loop Industries, Inc. (LOOP) came out with a quarterly loss of $0.02 per share versus the Zacks Consensus Estimate of a loss of $0.19. This compares to loss of $0.21 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
Fintel reports that Dixie Group Inc has filed a 13G/A form with the SEC disclosing ownership of 1.12MM shares of Dixie Group Inc (DXYN). This represents 7.6% of the company.,0,중립
"Fintel reports that First Trust Portfolios Lp has filed a 13G/A form with the SEC disclosing ownership of 920,018 shares of Insight Select Income Fund (INSI). This represents 8.59% of the company.",0,중립
"The NASDAQ 100 Pre-Market Indicator is down -66.83 to 11,041.62. The total Pre-Market volume is currently 47,599,160 shares traded.The following are the most active stocks for the pre-market session: Prenetics Global Limited (PRE) is +1.48 at $3.34, with 8,500,987 shares traded.",0,중립
"Even though the U.S. economy has reopened for some time, the ability to attract workers remains a challenge for many industries, especially restaurants. This has led to longer wait times to be seated and served compared to pre-pandemic times.",0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",1,호재
"Milestone Pharmaceuticals (MIST) appears an attractive pick, as it has been recently upgraded to a Zacks Rank #2 (Buy). An upward trend in earnings estimates -- one of the most powerful forces impacting stock prices -- has triggered this rating change.",1,호재
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"The following are the top rated Basic Materials stocks according to Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by lookin",0,중립
"Third Coast Bancshares, Inc. (TCBX) came out with quarterly earnings of $0.44 per share, beating the Zacks Consensus Estimate of $0.42 per share. This compares to earnings of $0.03 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
The following are today's upgrades for Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.KURA SUSHI USA INC (KRUS) is a small-cap value sto,1,호재
"Salisbury Bancorp said on January 25, 2023 that its board of directors declared a regular quarterly dividend of $0.16 per share ($0.64 annualized). Shareholders of record as of February 9, 2023 will receive the payment on February 24, 2023. Previously, the compan",1,호재
"Health care stocks were moderately higher compared with most other sectors Friday afternoon, with the NYSE Health Care Index rising 0.5% and the Health Care Select Sector SPDR Fund (XLV) up 0.7%.",0,중립
"Technology stocks fell hard on Monday, with the Technology Select Sector SPDR Fund (XLK) dropping 1.9% while the Philadelphia Semiconductor Index was sinking 2.7% this afternoon.",2,악재
(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"Health care stocks were rising pre-bell Friday, with the Vanguard Health Care Index Fund (VHT) climbing 1.6% and the Health Care Select Sector SPDR Fund (XLV) 0.4% higher.",0,중립
"In trading on Tuesday, oil &amp; gas exploration &amp; production shares were relative laggards, down on the day by about 4.7%. Helping drag down the group were shares of Petroleo Brasileiro, down about 9.9% and shares of Geopark down about 9% on the day. Also lagging the mar",0,중립
"Shares of Ventyx Biosciences, Inc. (VTYX) have gained 17.6% over the past four weeks to close the last trading session at $36.21, but there could still be a solid upside left in the stock if short-term price targets of Wall Street analysts are any indication. Going by the",1,호재
Performance Food Group (PFGC) shares rallied 5.6% in the last trading session to close at $59.89. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 5.8% loss over the past fo,2,악재
"Fintel reports that First Trust Portfolios Lp has filed a 13G/A form with the SEC disclosing ownership of 1,367,448 shares of Voya Infrastructure, Industrials and Materials Fund (IDE). This represents 8.",0,중립
"Consumer stocks were ending broadly mixed with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 0.2%, while the Consumer Discretionary Select Sector SPDR Fund (XLY) rose 2.6%.",2,악재
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
Technology stocks were retreating premarket Wednesday. The Technology Select Sector SPDR Fund (XLK) and the iShares Semiconductor ETF (SOXX) were each recently slipping past 1%.,0,중립
"--B. Riley Financial, Inc. has declared cash dividends on its 6.875% Series A Cumulative Perpetual Preferred Stock and its 7.375% Series B Cumulative Perpetual Preferred Stock, each series of which is represented by depositary shares. B. Riley Financial is a diversified financial services platform that delivers tailored solutions to meet the strategic,...",0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
